qty_waste,timestamp,plant_id,depot_id,route_id,qty_waste,qty_waste,temperature_at_check,handling_condition,batch_id,shift,notes,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf
WST_301314,2025-04-10 10:57:39,Shepperton_Plant,Hatcliff,RT_HAT_02,144,Damaged,20.8,Good,BATCH_18019,Morning,Routine waste inspection,0,0,78,0
WST_301315,2025-06-05 12:40:56,Shepperton_Plant,Chegutu,RT_CHE_02,218,Quality Failure,23.0,Delayed offloading,BATCH_28846,Night,Issue due to delayed offloading,0,0,0,276
WST_301316,2025-02-20 15:45:51,Shepperton_Plant,Mutare,RT_MUT_01,49,Expired Waste,31.6,Rough handling,BATCH_24012,Afternoon,Expired before sale,0,136,0,148
WST_301317,2025-06-16 07:55:31,Shepperton_Plant,Chegutu,RT_CHE_01,43,Quality Failure,24.6,Overloaded crates,BATCH_19549,Afternoon,Issue due to overloaded crates,0,61,0,0
WST_301318,2025-04-08 15:00:58,Shepperton_Plant,Murehwa,RT_MUR_01,36,Quality Failure,19.2,Good,,Afternoon,Routine waste inspection,37,0,0,50
WST_301319,2025-02-07 16:59:43,Shepperton_Plant,Mutare,RT_MUT_02,58,Expired Waste,24.1,Overloaded crates,BATCH_15243,Afternoon,Expired before sale,100,0,64,0
WST_301320,2025-03-02 03:59:23,Shepperton_Plant,Bindura,RT_BIN_01,53,Quality Failure,30.8,Poor stacking,,Night,Issue due to poor stacking,0,0,0,187
WST_301321,2025-05-19 08:16:23,Shepperton_Plant,Harare,RT_HAR_01,58,Expired Waste,23.5,Delayed offloading,BATCH_20694,Afternoon,Expired before sale,0,30,0,0
WST_301322,2025-06-21 19:27:48,Shepperton_Plant,Chegutu,RT_CHE_02,12,Damaged,25.3,Delayed offloading,,Morning,Issue due to delayed offloading,0,46,0,0
WST_301323,2025-04-20 17:48:56,Shepperton_Plant,Murehwa,RT_MUR_01,71,Damaged,21.9,Good,BATCH_17380,Night,Routine waste inspection,0,79,87,0
WST_301324,2025-02-24 15:17:22,Shepperton_Plant,Mutare,RT_MUT_02,86,Damaged,21.9,Rough handling,,Morning,Issue due to rough handling,0,58,63,0
WST_301325,2025-04-10 17:16:37,Shepperton_Plant,Mutare,RT_MUT_02,102,Quality Failure,29.9,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,63,0,0
WST_301326,2025-07-15 14:01:40,Shepperton_Plant,Mutare,RT_MUT_02,181,Quality Failure,28.0,Good,BATCH_16834,Night,Routine waste inspection,0,18,14,0
WST_301327,2025-05-02 15:54:59,Shepperton_Plant,Chegutu,RT_CHE_01,210,Expired Waste,24.9,Poor stacking,BATCH_28591,Morning,Expired before sale,170,0,0,0
WST_301328,2025-05-14 08:45:30,Shepperton_Plant,Murehwa,RT_MUR_01,13,Quality Failure,23.1,Delayed offloading,,Night,Issue due to delayed offloading,7,0,0,0
WST_301329,2025-06-12 12:29:29,Shepperton_Plant,Chegutu,RT_CHE_02,115,Returned Unsold,26.2,Rough handling,,Night,Issue due to rough handling,83,0,0,63
WST_301330,2025-04-12 03:50:45,Shepperton_Plant,Chegutu,RT_CHE_01,120,Quality Failure,20.2,Overloaded crates,BATCH_10408,Morning,Issue due to overloaded crates,0,0,130,0
WST_301331,2025-03-06 10:27:28,Shepperton_Plant,Harare,RT_HAR_02,70,Returned Unsold,29.0,Delayed offloading,BATCH_19804,Morning,Issue due to delayed offloading,37,0,0,37
WST_301332,2025-03-11 21:55:02,Shepperton_Plant,Harare,RT_HAR_02,224,Damaged,28.0,Rough handling,,Morning,Issue due to rough handling,0,26,23,0
WST_301333,2025-03-26 02:13:04,Shepperton_Plant,Chinhoyi,RT_CHI_01,53,Expired Waste,31.6,Good,BATCH_17656,Morning,Expired before sale,42,0,0,0
WST_301334,2025-03-25 19:05:14,Shepperton_Plant,Hatcliff,RT_HAT_02,183,Damaged,27.9,Good,BATCH_21306,Night,Routine waste inspection,103,0,0,130
WST_301335,2025-07-26 01:19:02,Shepperton_Plant,Murehwa,RT_MUR_01,186,Returned Unsold,30.1,Delayed offloading,BATCH_11875,Afternoon,Issue due to delayed offloading,26,0,10,0
WST_301336,2025-01-12 09:04:21,Shepperton_Plant,Mutare,RT_MUT_02,112,Expired Waste,26.1,Rough handling,BATCH_12704,Night,Expired before sale,0,0,0,122
WST_301337,2025-01-23 12:47:10,Shepperton_Plant,Chinhoyi,RT_CHI_01,18,Quality Failure,21.3,Poor stacking,,Afternoon,Issue due to poor stacking,0,0,0,118
WST_301338,2025-01-06 04:11:35,Shepperton_Plant,Bindura,RT_BIN_01,249,Quality Failure,28.4,Poor stacking,BATCH_22374,Morning,Issue due to poor stacking,52,0,0,0
WST_301339,2025-01-23 02:45:05,Shepperton_Plant,Chegutu,RT_CHE_02,185,Damaged,26.8,Overloaded crates,,Morning,Issue due to overloaded crates,0,4,0,0
WST_301340,2025-07-20 10:59:11,Shepperton_Plant,Hatcliff,RT_HAT_02,125,Damaged,31.1,Rough handling,,Night,Issue due to rough handling,0,0,27,32
WST_301341,2025-02-07 16:09:52,Shepperton_Plant,Harare,RT_HAR_03,165,Expired Waste,29.4,Poor stacking,BATCH_23925,Night,Expired before sale,0,24,18,0
WST_301342,2025-03-09 14:20:45,Shepperton_Plant,Harare,RT_HAR_01,141,Damaged,29.2,Rough handling,BATCH_22700,Afternoon,Issue due to rough handling,0,0,141,0
WST_301343,2025-01-04 01:23:57,Shepperton_Plant,Harare,RT_HAR_01,162,Returned Unsold,20.2,Overloaded crates,BATCH_14721,Morning,Issue due to overloaded crates,0,0,0,278
WST_301344,2025-04-28 22:47:46,Shepperton_Plant,Harare,RT_HAR_01,49,Expired Waste,22.0,Delayed offloading,,Afternoon,Expired before sale,0,0,0,163
WST_301345,2025-06-04 00:13:18,Shepperton_Plant,Bindura,RT_BIN_01,169,Returned Unsold,29.5,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,104,112
WST_301346,2025-06-30 21:27:24,Shepperton_Plant,Chegutu,RT_CHE_02,182,Quality Failure,27.7,Overloaded crates,BATCH_13513,Morning,Issue due to overloaded crates,0,132,0,0
WST_301347,2025-07-13 16:19:16,Shepperton_Plant,Chegutu,RT_CHE_01,178,Damaged,21.7,Overloaded crates,BATCH_19897,Night,Issue due to overloaded crates,86,0,43,0
WST_301348,2025-05-14 18:06:07,Shepperton_Plant,Mutare,RT_MUT_02,238,Damaged,28.1,Overloaded crates,BATCH_21267,Afternoon,Issue due to overloaded crates,14,0,0,16
WST_301349,2025-06-15 09:34:54,Shepperton_Plant,Mutare,RT_MUT_02,152,Expired Waste,27.7,Rough handling,BATCH_17270,Morning,Expired before sale,0,40,0,53
WST_301350,2025-07-23 05:51:22,Shepperton_Plant,Chegutu,RT_CHE_01,26,Damaged,20.4,Overloaded crates,BATCH_29741,Morning,Issue due to overloaded crates,0,107,0,0
WST_301351,2025-02-12 22:10:54,Shepperton_Plant,Murehwa,RT_MUR_01,52,Damaged,21.5,Poor stacking,,Morning,Issue due to poor stacking,110,0,0,0
WST_301352,2025-07-16 17:56:02,Shepperton_Plant,Bindura,RT_BIN_01,227,Expired Waste,22.0,Poor stacking,,Morning,Expired before sale,0,12,0,0
WST_301353,2025-06-25 22:27:10,Shepperton_Plant,Hatcliff,RT_HAT_02,138,Damaged,30.7,Poor stacking,,Afternoon,Issue due to poor stacking,128,0,0,0
WST_301354,2025-04-16 06:06:04,Shepperton_Plant,Chegutu,RT_CHE_02,155,Expired Waste,22.8,Poor stacking,BATCH_20146,Afternoon,Expired before sale,141,0,0,0
WST_301355,2025-03-10 00:51:03,Shepperton_Plant,Murehwa,RT_MUR_01,103,Damaged,25.4,Rough handling,BATCH_10356,Morning,Issue due to rough handling,83,0,41,0
WST_301356,2025-03-08 02:56:18,Shepperton_Plant,Murehwa,RT_MUR_01,217,Quality Failure,31.0,Rough handling,BATCH_17338,Morning,Issue due to rough handling,39,0,0,0
WST_301357,2025-03-17 01:15:31,Shepperton_Plant,Mutare,RT_MUT_02,61,Expired Waste,20.2,Delayed offloading,BATCH_12321,Afternoon,Expired before sale,7,0,0,0
WST_301358,2025-02-10 08:13:47,Shepperton_Plant,Harare,RT_HAR_02,202,Damaged,30.2,Delayed offloading,BATCH_23485,Afternoon,Issue due to delayed offloading,75,0,0,103
WST_301359,2025-03-02 20:54:05,Shepperton_Plant,Bindura,RT_BIN_01,241,Expired Waste,27.2,Delayed offloading,,Night,Expired before sale,84,0,0,0
WST_301360,2025-02-18 11:27:12,Shepperton_Plant,Bindura,RT_BIN_01,79,Returned Unsold,29.4,Delayed offloading,BATCH_29600,Morning,Issue due to delayed offloading,120,0,0,137
WST_301361,2025-06-21 15:05:58,Shepperton_Plant,Murehwa,RT_MUR_01,130,Damaged,19.9,Rough handling,BATCH_25571,Morning,Issue due to rough handling,137,0,0,0
WST_301362,2025-05-05 00:24:53,Shepperton_Plant,Chinhoyi,RT_CHI_02,89,Damaged,24.1,Overloaded crates,BATCH_11217,Night,Issue due to overloaded crates,0,0,0,182
WST_301363,2025-04-06 14:14:42,Shepperton_Plant,Hatcliff,RT_HAT_02,128,Expired Waste,24.6,Overloaded crates,,Afternoon,Expired before sale,0,56,0,0
WST_301364,2025-06-16 20:03:48,Shepperton_Plant,Chegutu,RT_CHE_01,237,Damaged,20.5,Overloaded crates,BATCH_26797,Morning,Issue due to overloaded crates,0,0,0,231
WST_301365,2025-07-18 08:08:17,Shepperton_Plant,Bindura,RT_BIN_01,247,Returned Unsold,21.8,Rough handling,,Afternoon,Issue due to rough handling,0,33,0,0
WST_301366,2025-07-12 01:48:11,Shepperton_Plant,Chinhoyi,RT_CHI_02,151,Returned Unsold,22.5,Poor stacking,BATCH_26652,Morning,Issue due to poor stacking,0,0,0,287
WST_301367,2025-03-14 13:28:44,Shepperton_Plant,Chegutu,RT_CHE_01,229,Damaged,24.5,Delayed offloading,BATCH_23051,Afternoon,Issue due to delayed offloading,112,0,0,0
WST_301368,2025-02-13 12:35:01,Shepperton_Plant,Chegutu,RT_CHE_01,24,Expired Waste,26.7,Good,,Night,Expired before sale,0,88,64,0
WST_301369,2025-01-12 06:28:57,Shepperton_Plant,Chinhoyi,RT_CHI_01,194,Damaged,18.2,Poor stacking,BATCH_11237,Night,Issue due to poor stacking,0,83,47,0
WST_301370,2025-05-07 05:25:42,Shepperton_Plant,Chinhoyi,RT_CHI_01,235,Expired Waste,20.6,Delayed offloading,,Night,Expired before sale,31,10,0,0
WST_301371,2025-01-23 07:28:36,Shepperton_Plant,Murehwa,RT_MUR_01,138,Expired Waste,29.5,Good,BATCH_20263,Morning,Expired before sale,118,0,0,0
WST_301372,2025-04-15 06:03:49,Shepperton_Plant,Murehwa,RT_MUR_01,181,Quality Failure,18.9,Delayed offloading,,Afternoon,Issue due to delayed offloading,57,27,0,0
WST_301373,2025-03-10 00:43:29,Shepperton_Plant,Chegutu,RT_CHE_01,246,Expired Waste,29.3,Rough handling,BATCH_12261,Afternoon,Expired before sale,0,27,0,0
WST_301374,2025-06-29 18:21:05,Shepperton_Plant,Chegutu,RT_CHE_02,194,Quality Failure,25.3,Poor stacking,BATCH_12906,Afternoon,Issue due to poor stacking,0,81,49,0
WST_301375,2025-04-13 18:32:01,Shepperton_Plant,Harare,RT_HAR_02,229,Expired Waste,26.0,Good,BATCH_22885,Afternoon,Expired before sale,41,0,0,0
WST_301376,2025-04-06 23:11:54,Shepperton_Plant,Chegutu,RT_CHE_02,192,Damaged,24.8,Rough handling,,Afternoon,Issue due to rough handling,0,0,6,0
WST_301377,2025-02-22 19:01:35,Shepperton_Plant,Mutare,RT_MUT_02,78,Expired Waste,26.8,Good,,Afternoon,Expired before sale,34,0,0,0
WST_301378,2025-06-27 19:50:17,Shepperton_Plant,Chinhoyi,RT_CHI_02,107,Damaged,24.5,Overloaded crates,BATCH_16642,Night,Issue due to overloaded crates,0,0,57,0
WST_301379,2025-03-05 17:32:16,Shepperton_Plant,Hatcliff,RT_HAT_02,38,Damaged,26.2,Poor stacking,BATCH_15728,Night,Issue due to poor stacking,64,16,0,0
WST_301380,2025-04-23 06:38:56,Shepperton_Plant,Hatcliff,RT_HAT_02,228,Returned Unsold,18.8,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,156,107
WST_301381,2025-03-04 13:35:47,Shepperton_Plant,Hatcliff,RT_HAT_01,217,Damaged,26.4,Poor stacking,BATCH_14067,Afternoon,Issue due to poor stacking,154,0,0,0
WST_301382,2025-06-06 20:55:46,Shepperton_Plant,Mutare,RT_MUT_01,146,Returned Unsold,31.5,Good,BATCH_18912,Afternoon,Routine waste inspection,0,0,0,190
WST_301383,2025-06-06 23:56:04,Shepperton_Plant,Bindura,RT_BIN_01,184,Damaged,30.8,Overloaded crates,BATCH_26979,Night,Issue due to overloaded crates,0,23,25,0
WST_301384,2025-01-18 15:05:55,Shepperton_Plant,Chegutu,RT_CHE_02,18,Quality Failure,21.3,Poor stacking,,Afternoon,Issue due to poor stacking,0,39,0,56
WST_301385,2025-02-25 00:43:39,Shepperton_Plant,Chegutu,RT_CHE_02,132,Quality Failure,21.0,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,0,110,0
WST_301386,2025-07-01 16:38:09,Shepperton_Plant,Chegutu,RT_CHE_02,250,Expired Waste,21.9,Delayed offloading,BATCH_15742,Morning,Expired before sale,131,27,0,0
WST_301387,2025-07-09 23:54:16,Shepperton_Plant,Bindura,RT_BIN_01,188,Expired Waste,22.0,Delayed offloading,BATCH_20865,Afternoon,Expired before sale,125,0,45,0
WST_301388,2025-04-20 20:24:59,Shepperton_Plant,Chinhoyi,RT_CHI_01,36,Returned Unsold,20.3,Rough handling,BATCH_17462,Morning,Issue due to rough handling,0,0,151,0
WST_301389,2025-07-28 06:24:36,Shepperton_Plant,Mutare,RT_MUT_01,164,Quality Failure,19.8,Poor stacking,BATCH_20247,Afternoon,Issue due to poor stacking,0,0,24,31
WST_301390,2025-02-08 14:56:07,Shepperton_Plant,Hatcliff,RT_HAT_01,128,Damaged,27.2,Good,BATCH_25366,Night,Routine waste inspection,0,0,73,0
WST_301391,2025-01-18 15:37:48,Shepperton_Plant,Bindura,RT_BIN_01,241,Damaged,23.7,Poor stacking,,Morning,Issue due to poor stacking,0,0,0,56
WST_301392,2025-02-10 19:45:10,Shepperton_Plant,Mutare,RT_MUT_02,162,Expired Waste,21.3,Rough handling,,Night,Expired before sale,0,101,0,105
WST_301393,2025-05-10 10:42:01,Shepperton_Plant,Mutare,RT_MUT_02,142,Damaged,19.7,Overloaded crates,BATCH_25054,Afternoon,Issue due to overloaded crates,0,105,0,194
WST_301394,2025-01-22 03:24:10,Shepperton_Plant,Bindura,RT_BIN_01,170,Quality Failure,18.1,Delayed offloading,BATCH_17227,Afternoon,Issue due to delayed offloading,143,44,0,0
WST_301395,2025-01-04 11:06:29,Shepperton_Plant,Mutare,RT_MUT_02,6,Damaged,19.5,Poor stacking,BATCH_28946,Morning,Issue due to poor stacking,81,0,0,0
WST_301396,2025-03-04 03:10:29,Shepperton_Plant,Chegutu,RT_CHE_01,156,Damaged,31.6,Delayed offloading,,Morning,Issue due to delayed offloading,116,0,0,0
WST_301397,2025-03-23 10:20:55,Shepperton_Plant,Murehwa,RT_MUR_01,100,Quality Failure,25.8,Rough handling,,Morning,Issue due to rough handling,98,0,0,0
WST_301398,2025-04-25 05:37:45,Shepperton_Plant,Murehwa,RT_MUR_01,171,Returned Unsold,30.4,Overloaded crates,,Morning,Issue due to overloaded crates,119,70,0,0
WST_301399,2025-05-12 03:36:23,Shepperton_Plant,Murehwa,RT_MUR_01,98,Expired Waste,25.8,Good,,Morning,Expired before sale,23,0,0,35
WST_301400,2025-02-01 13:21:05,Shepperton_Plant,Chegutu,RT_CHE_01,105,Quality Failure,28.6,Delayed offloading,BATCH_24121,Afternoon,Issue due to delayed offloading,77,0,0,0
WST_301401,2025-02-22 19:32:47,Shepperton_Plant,Chegutu,RT_CHE_02,248,Damaged,30.6,Rough handling,BATCH_22602,Morning,Issue due to rough handling,0,0,118,0
WST_301402,2025-02-06 12:11:07,Shepperton_Plant,Hatcliff,RT_HAT_01,163,Damaged,31.5,Rough handling,BATCH_28577,Afternoon,Issue due to rough handling,0,3,3,0
WST_301403,2025-05-03 00:41:45,Shepperton_Plant,Bindura,RT_BIN_01,50,Damaged,23.0,Good,,Afternoon,Routine waste inspection,120,0,0,105
WST_301404,2025-03-01 11:13:17,Shepperton_Plant,Chinhoyi,RT_CHI_01,196,Expired Waste,28.2,Delayed offloading,,Afternoon,Expired before sale,126,49,0,0
WST_301405,2025-07-30 03:29:15,Shepperton_Plant,Hatcliff,RT_HAT_01,224,Damaged,31.0,Good,BATCH_26521,Afternoon,Routine waste inspection,0,0,0,14
WST_301406,2025-04-23 03:07:33,Shepperton_Plant,Bindura,RT_BIN_01,127,Quality Failure,26.1,Delayed offloading,,Afternoon,Issue due to delayed offloading,121,0,0,144
WST_301407,2025-03-09 18:25:13,Shepperton_Plant,Chegutu,RT_CHE_02,71,Returned Unsold,26.0,Poor stacking,,Night,Issue due to poor stacking,47,0,0,0
WST_301408,2025-02-25 08:51:17,Shepperton_Plant,Chinhoyi,RT_CHI_02,64,Quality Failure,19.0,Good,BATCH_26352,Afternoon,Routine waste inspection,91,30,0,0
WST_301409,2025-05-08 22:44:46,Shepperton_Plant,Bindura,RT_BIN_01,96,Expired Waste,30.3,Rough handling,,Afternoon,Expired before sale,0,0,34,0
WST_301410,2025-06-26 07:26:02,Shepperton_Plant,Harare,RT_HAR_02,130,Quality Failure,29.5,Delayed offloading,BATCH_22049,Night,Issue due to delayed offloading,51,17,0,0
WST_301411,2025-01-12 12:38:13,Shepperton_Plant,Bindura,RT_BIN_01,230,Expired Waste,29.5,Poor stacking,BATCH_28192,Morning,Expired before sale,0,9,11,0
WST_301412,2025-03-02 09:52:54,Shepperton_Plant,Murehwa,RT_MUR_01,218,Returned Unsold,31.1,Overloaded crates,BATCH_27595,Morning,Issue due to overloaded crates,0,0,84,0
WST_301413,2025-07-12 23:35:42,Shepperton_Plant,Hatcliff,RT_HAT_01,97,Damaged,29.0,Good,BATCH_13873,Afternoon,Routine waste inspection,0,70,0,86
WST_301414,2025-06-19 19:07:52,Shepperton_Plant,Harare,RT_HAR_03,142,Returned Unsold,24.0,Overloaded crates,BATCH_19999,Afternoon,Issue due to overloaded crates,0,0,110,160
WST_301415,2025-05-28 03:30:56,Shepperton_Plant,Bindura,RT_BIN_01,118,Returned Unsold,31.7,Good,,Morning,Routine waste inspection,0,32,28,0
WST_301416,2025-02-07 11:52:16,Shepperton_Plant,Hatcliff,RT_HAT_02,49,Damaged,25.6,Delayed offloading,,Morning,Issue due to delayed offloading,0,128,0,0
WST_301417,2025-05-26 23:36:15,Shepperton_Plant,Harare,RT_HAR_03,40,Quality Failure,29.1,Rough handling,,Afternoon,Issue due to rough handling,109,0,42,0
WST_301418,2025-01-27 22:47:56,Shepperton_Plant,Bindura,RT_BIN_01,140,Expired Waste,25.6,Overloaded crates,BATCH_17984,Afternoon,Expired before sale,85,0,39,0
WST_301419,2025-06-18 19:19:26,Shepperton_Plant,Hatcliff,RT_HAT_01,110,Expired Waste,20.3,Rough handling,BATCH_25692,Night,Expired before sale,98,25,0,0
WST_301420,2025-01-28 06:57:01,Shepperton_Plant,Chinhoyi,RT_CHI_01,163,Quality Failure,20.2,Rough handling,BATCH_20766,Night,Issue due to rough handling,33,0,24,0
WST_301421,2025-07-05 12:09:55,Shepperton_Plant,Chegutu,RT_CHE_01,96,Expired Waste,24.4,Delayed offloading,,Night,Expired before sale,0,88,0,205
WST_301422,2025-07-08 23:41:10,Shepperton_Plant,Mutare,RT_MUT_01,20,Damaged,25.6,Good,,Afternoon,Routine waste inspection,0,99,0,0
WST_301423,2025-02-26 17:51:06,Shepperton_Plant,Mutare,RT_MUT_02,100,Quality Failure,30.9,Good,,Night,Routine waste inspection,0,0,0,283
WST_301424,2025-03-04 18:34:26,Shepperton_Plant,Hatcliff,RT_HAT_02,159,Quality Failure,30.1,Rough handling,,Afternoon,Issue due to rough handling,0,14,0,0
WST_301425,2025-02-07 01:17:53,Shepperton_Plant,Mutare,RT_MUT_02,143,Returned Unsold,23.4,Delayed offloading,BATCH_18654,Night,Issue due to delayed offloading,0,44,0,0
WST_301426,2025-03-16 06:31:55,Shepperton_Plant,Chinhoyi,RT_CHI_01,177,Quality Failure,20.1,Good,,Afternoon,Routine waste inspection,0,43,0,0
WST_301427,2025-05-06 08:01:33,Shepperton_Plant,Chegutu,RT_CHE_02,159,Quality Failure,20.7,Poor stacking,BATCH_16085,Morning,Issue due to poor stacking,56,0,24,0
WST_301428,2025-07-23 20:19:41,Shepperton_Plant,Chinhoyi,RT_CHI_02,80,Damaged,20.5,Rough handling,BATCH_17691,Morning,Issue due to rough handling,0,27,0,0
WST_301429,2025-07-12 14:46:56,Shepperton_Plant,Chegutu,RT_CHE_01,117,Damaged,25.9,Good,BATCH_25540,Night,Routine waste inspection,0,0,0,260
WST_301430,2025-07-15 12:47:37,Shepperton_Plant,Chegutu,RT_CHE_02,141,Damaged,30.4,Rough handling,,Afternoon,Issue due to rough handling,140,0,0,0
WST_301431,2025-04-27 10:50:03,Shepperton_Plant,Harare,RT_HAR_03,170,Expired Waste,19.0,Delayed offloading,BATCH_19663,Night,Expired before sale,22,0,0,31
WST_301432,2025-06-26 19:19:47,Shepperton_Plant,Hatcliff,RT_HAT_01,217,Quality Failure,29.3,Delayed offloading,BATCH_11034,Morning,Issue due to delayed offloading,110,0,0,0
WST_301433,2025-03-26 03:12:02,Shepperton_Plant,Harare,RT_HAR_01,105,Damaged,19.3,Good,,Night,Routine waste inspection,48,0,0,0
WST_301434,2025-04-10 08:49:37,Shepperton_Plant,Harare,RT_HAR_02,218,Damaged,21.3,Rough handling,,Night,Issue due to rough handling,0,73,0,0
WST_301435,2025-04-18 18:31:27,Shepperton_Plant,Bindura,RT_BIN_01,51,Damaged,19.0,Poor stacking,BATCH_17690,Afternoon,Issue due to poor stacking,0,0,0,163
WST_301436,2025-05-17 05:09:23,Shepperton_Plant,Chegutu,RT_CHE_02,84,Quality Failure,24.3,Delayed offloading,BATCH_13803,Morning,Issue due to delayed offloading,77,30,0,0
WST_301437,2025-05-04 19:10:08,Shepperton_Plant,Chegutu,RT_CHE_02,214,Expired Waste,28.5,Rough handling,BATCH_28586,Afternoon,Expired before sale,0,123,91,0
WST_301438,2025-07-03 04:04:04,Shepperton_Plant,Hatcliff,RT_HAT_02,156,Expired Waste,25.8,Overloaded crates,BATCH_26670,Night,Expired before sale,0,84,0,186
WST_301439,2025-06-18 23:45:19,Shepperton_Plant,Bindura,RT_BIN_01,227,Returned Unsold,24.6,Poor stacking,BATCH_19387,Night,Issue due to poor stacking,52,0,0,0
WST_301440,2025-01-02 10:31:23,Shepperton_Plant,Mutare,RT_MUT_02,50,Returned Unsold,19.6,Rough handling,,Morning,Issue due to rough handling,0,51,0,0
WST_301441,2025-05-29 17:32:21,Shepperton_Plant,Bindura,RT_BIN_01,141,Quality Failure,28.9,Delayed offloading,,Night,Issue due to delayed offloading,0,0,140,0
WST_301442,2025-06-17 20:07:09,Shepperton_Plant,Harare,RT_HAR_01,118,Quality Failure,21.4,Good,BATCH_23416,Afternoon,Routine waste inspection,0,67,0,87
WST_301443,2025-05-14 22:28:36,Shepperton_Plant,Chinhoyi,RT_CHI_01,130,Quality Failure,25.5,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,53,0
WST_301444,2025-04-12 02:46:34,Shepperton_Plant,Chegutu,RT_CHE_01,80,Damaged,20.7,Delayed offloading,BATCH_19221,Night,Issue due to delayed offloading,0,37,38,0
WST_301445,2025-07-23 02:13:44,Shepperton_Plant,Bindura,RT_BIN_01,68,Expired Waste,19.1,Delayed offloading,,Morning,Expired before sale,162,0,0,0
WST_301446,2025-07-10 16:10:09,Shepperton_Plant,Bindura,RT_BIN_01,172,Damaged,18.5,Rough handling,BATCH_24652,Afternoon,Issue due to rough handling,0,87,0,115
WST_301447,2025-07-02 07:34:24,Shepperton_Plant,Chegutu,RT_CHE_01,113,Quality Failure,27.2,Overloaded crates,,Morning,Issue due to overloaded crates,0,0,31,25
WST_301448,2025-07-19 15:02:25,Shepperton_Plant,Bindura,RT_BIN_01,237,Damaged,22.2,Rough handling,BATCH_21273,Night,Issue due to rough handling,122,0,0,0
WST_301449,2025-05-02 23:32:05,Shepperton_Plant,Mutare,RT_MUT_01,120,Quality Failure,19.9,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,20,18
WST_301450,2025-05-30 03:09:57,Shepperton_Plant,Mutare,RT_MUT_01,131,Returned Unsold,18.0,Delayed offloading,BATCH_25965,Afternoon,Issue due to delayed offloading,0,0,114,0
WST_301451,2025-04-24 06:54:01,Shepperton_Plant,Chegutu,RT_CHE_01,100,Returned Unsold,29.4,Delayed offloading,BATCH_23666,Night,Issue due to delayed offloading,0,0,135,0
WST_301452,2025-07-02 02:19:21,Shepperton_Plant,Chinhoyi,RT_CHI_01,25,Quality Failure,20.9,Overloaded crates,BATCH_12180,Night,Issue due to overloaded crates,0,0,66,82
