qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_501829,2025-05-01,BATCH_23503,High Energy Brown,temperature,1.2,pass
QC_501830,2025-06-07,BATCH_25990,Low GI Seed loaf,temperature,1.13,pass
QC_501831,2025-02-24,BATCH_25963,Whole grain loaf,moisture,1.14,pass
QC_501832,2025-04-12,BATCH_23612,Soft white,weight,1.02,pass
QC_501833,2025-05-04,BATCH_20928,Whole grain loaf,temperature,1.14,pass
QC_501834,2025-05-27,BATCH_25552,Whole grain loaf,seal_strength,0.86,fail
QC_501835,2025-06-18,BATCH_23772,Soft white,temperature,1.06,pass
QC_501836,2025-06-09,BATCH_24580,Low GI Seed loaf,seal_strength,0.93,fail
QC_501837,2025-04-26,BATCH_24226,Whole grain loaf,weight,0.87,fail
QC_501838,2025-06-16,BATCH_24181,Soft white,temperature,1.09,pass
QC_501839,2025-04-04,BATCH_23739,Low GI Seed loaf,temperature,1.15,pass
QC_501840,2025-05-12,BATCH_23753,Soft white,moisture,0.92,fail
QC_501841,2025-03-03,BATCH_25510,Low GI Seed loaf,seal_strength,1.16,pass
QC_501842,2025-05-09,BATCH_20688,Low GI Seed loaf,seal_strength,1.1,pass
QC_501843,2025-01-19,BATCH_24470,High Energy Brown,weight,0.96,pass
QC_501844,2025-07-26,BATCH_22198,High Energy Brown,moisture,1.18,pass
QC_501845,2025-04-16,BATCH_22147,Low GI Seed loaf,moisture,1.14,pass
QC_501846,2025-07-03,BATCH_25833,High Energy Brown,weight,1.15,pass
QC_501847,2025-06-03,BATCH_25337,Low GI Seed loaf,weight,0.93,fail
QC_501848,2025-01-01,BATCH_23143,High Energy Brown,moisture,0.95,fail
QC_501849,2025-03-09,BATCH_24117,High Energy Brown,seal_strength,1.15,pass
QC_501850,2025-02-01,BATCH_22373,Soft white,seal_strength,0.99,pass
QC_501851,2025-06-03,BATCH_20936,Soft white,weight,1.16,pass
QC_501852,2025-01-03,BATCH_24731,High Energy Brown,temperature,1.17,pass
QC_501853,2025-03-18,BATCH_23726,Low GI Seed loaf,seal_strength,1.06,pass
QC_501854,2025-07-07,BATCH_25260,Low GI Seed loaf,weight,1.0,pass
QC_501855,2025-03-16,BATCH_20523,Soft white,moisture,1.01,pass
QC_501856,2025-01-12,BATCH_25601,Soft white,seal_strength,0.89,fail
QC_501857,2025-05-25,BATCH_21700,Whole grain loaf,temperature,0.81,fail
QC_501858,2025-03-09,BATCH_20855,Low GI Seed loaf,seal_strength,1.0,pass
QC_501859,2025-07-08,BATCH_24811,Low GI Seed loaf,weight,1.08,pass
QC_501860,2025-06-04,BATCH_20692,Low GI Seed loaf,weight,1.1,pass
QC_501861,2025-06-01,BATCH_23675,Whole grain loaf,weight,0.94,fail
QC_501862,2025-05-21,BATCH_24251,Soft white,moisture,0.98,pass
QC_501863,2025-02-18,BATCH_23236,Soft white,moisture,0.93,fail
QC_501864,2025-05-01,BATCH_21597,Whole grain loaf,moisture,1.03,pass
QC_501865,2025-04-04,BATCH_21114,Low GI Seed loaf,temperature,0.9,fail
QC_501866,2025-02-20,BATCH_21886,Whole grain loaf,moisture,0.95,pass
QC_501867,2025-06-17,BATCH_22134,Soft white,weight,1.07,pass
QC_501868,2025-05-22,BATCH_24038,Whole grain loaf,weight,0.84,fail
QC_501869,2025-07-09,BATCH_23409,High Energy Brown,seal_strength,0.98,pass
QC_501870,2025-05-28,BATCH_23553,Low GI Seed loaf,weight,0.87,fail
QC_501871,2025-03-08,BATCH_24532,Low GI Seed loaf,weight,1.15,pass
QC_501872,2025-02-25,BATCH_23805,Low GI Seed loaf,seal_strength,0.83,fail
QC_501873,2025-05-02,BATCH_25658,Soft white,temperature,0.95,fail
QC_501874,2025-05-18,BATCH_25749,Soft white,temperature,0.96,pass
QC_501875,2025-03-17,BATCH_25098,Low GI Seed loaf,seal_strength,1.14,pass
QC_501876,2025-04-13,BATCH_23306,Low GI Seed loaf,seal_strength,1.0,pass
QC_501877,2025-06-03,BATCH_22638,High Energy Brown,moisture,0.98,pass
QC_501878,2025-04-18,BATCH_20032,Low GI Seed loaf,temperature,1.19,pass
QC_501879,2025-02-10,BATCH_24223,Low GI Seed loaf,weight,1.09,pass
QC_501880,2025-01-25,BATCH_22458,Soft white,moisture,0.94,fail
QC_501881,2025-01-26,BATCH_25323,Low GI Seed loaf,moisture,0.84,fail
QC_501882,2025-01-17,BATCH_22372,Soft white,weight,0.9,fail
QC_501883,2025-04-03,BATCH_23355,High Energy Brown,moisture,1.05,pass
QC_501884,2025-06-28,BATCH_20075,Whole grain loaf,moisture,0.95,pass
QC_501885,2025-01-17,BATCH_25297,Soft white,moisture,1.14,pass
QC_501886,2025-07-01,BATCH_25899,High Energy Brown,seal_strength,1.13,pass
QC_501887,2025-03-26,BATCH_21261,Soft white,seal_strength,1.08,pass
QC_501888,2025-03-01,BATCH_20961,Whole grain loaf,seal_strength,1.19,pass
QC_501889,2025-01-04,BATCH_21820,Soft white,weight,0.94,fail
QC_501890,2025-04-19,BATCH_21474,Soft white,moisture,1.02,pass
QC_501891,2025-07-04,BATCH_20808,High Energy Brown,seal_strength,0.85,fail
QC_501892,2025-06-18,BATCH_25993,High Energy Brown,moisture,1.16,pass
QC_501893,2025-01-27,BATCH_24839,High Energy Brown,seal_strength,0.98,pass
QC_501894,2025-04-02,BATCH_25571,High Energy Brown,seal_strength,0.86,fail
QC_501895,2025-06-02,BATCH_20707,Whole grain loaf,moisture,0.82,fail
QC_501896,2025-07-24,BATCH_25862,Soft white,temperature,1.14,pass
QC_501897,2025-06-11,BATCH_24008,High Energy Brown,seal_strength,1.17,pass
QC_501898,2025-05-11,BATCH_22633,Whole grain loaf,moisture,1.09,pass
QC_501899,2025-03-07,BATCH_24656,Whole grain loaf,temperature,1.04,pass
QC_501900,2025-04-24,BATCH_24555,Soft white,seal_strength,1.12,pass
QC_501901,2025-03-01,BATCH_20273,Soft white,moisture,1.13,pass
QC_501902,2025-03-09,BATCH_22826,High Energy Brown,seal_strength,1.14,pass
QC_501903,2025-03-03,BATCH_25622,Whole grain loaf,temperature,0.86,fail
QC_501904,2025-04-23,BATCH_23181,Soft white,weight,0.97,pass
QC_501905,2025-04-24,BATCH_21224,Whole grain loaf,moisture,1.04,pass
QC_501906,2025-05-22,BATCH_22383,Whole grain loaf,temperature,1.2,pass
QC_501907,2025-06-15,BATCH_21021,Low GI Seed loaf,moisture,1.14,pass
QC_501908,2025-01-14,BATCH_23651,Soft white,seal_strength,0.99,pass
QC_501909,2025-04-14,BATCH_21134,Soft white,weight,0.97,pass
QC_501910,2025-05-05,BATCH_22343,Whole grain loaf,seal_strength,1.0,pass
QC_501911,2025-07-05,BATCH_23308,High Energy Brown,weight,0.95,fail
QC_501912,2025-02-08,BATCH_25320,Low GI Seed loaf,moisture,0.86,fail
QC_501913,2025-03-25,BATCH_25175,Soft white,temperature,0.91,fail
QC_501914,2025-05-26,BATCH_23813,Soft white,seal_strength,0.91,fail
QC_501915,2025-03-19,BATCH_25052,Whole grain loaf,seal_strength,1.11,pass
QC_501916,2025-06-02,BATCH_21926,High Energy Brown,temperature,0.92,fail
QC_501917,2025-06-17,BATCH_21379,Low GI Seed loaf,temperature,0.93,fail
QC_501918,2025-04-04,BATCH_20434,High Energy Brown,weight,1.09,pass
QC_501919,2025-07-17,BATCH_25420,Soft white,moisture,0.91,fail
QC_501920,2025-03-18,BATCH_20628,Whole grain loaf,weight,0.94,fail
QC_501921,2025-05-26,BATCH_25214,High Energy Brown,weight,1.06,pass
QC_501922,2025-05-20,BATCH_22643,High Energy Brown,weight,1.19,pass
QC_501923,2025-02-23,BATCH_25935,Soft white,seal_strength,0.87,fail
QC_501924,2025-05-09,BATCH_20828,Whole grain loaf,weight,1.02,pass
QC_501925,2025-07-16,BATCH_20799,Low GI Seed loaf,seal_strength,1.05,pass
QC_501926,2025-03-19,BATCH_22949,Soft white,moisture,0.8,fail
QC_501927,2025-07-28,BATCH_20224,Whole grain loaf,moisture,1.13,pass
QC_501928,2025-05-18,BATCH_24406,Whole grain loaf,weight,0.89,fail
QC_501929,2025-03-28,BATCH_20457,Low GI Seed loaf,moisture,1.11,pass
QC_501930,2025-06-13,BATCH_24066,Soft white,moisture,0.87,fail
QC_501931,2025-02-05,BATCH_22325,Whole grain loaf,seal_strength,1.05,pass
QC_501932,2025-07-24,BATCH_24033,Low GI Seed loaf,weight,1.11,pass
QC_501933,2025-03-12,BATCH_25468,Low GI Seed loaf,weight,1.09,pass
QC_501934,2025-02-24,BATCH_25964,Soft white,temperature,1.11,pass
QC_501935,2025-01-17,BATCH_22490,Soft white,seal_strength,0.97,pass
QC_501936,2025-06-28,BATCH_21471,Low GI Seed loaf,weight,1.06,pass
QC_501937,2025-02-01,BATCH_21174,Low GI Seed loaf,moisture,0.91,fail
QC_501938,2025-05-23,BATCH_22148,Low GI Seed loaf,temperature,0.82,fail
QC_501939,2025-06-11,BATCH_25445,High Energy Brown,temperature,1.04,pass
QC_501940,2025-02-05,BATCH_24930,Whole grain loaf,weight,0.98,pass
QC_501941,2025-02-26,BATCH_23726,High Energy Brown,temperature,0.82,fail
QC_501942,2025-04-11,BATCH_20819,Soft white,weight,1.01,pass
QC_501943,2025-04-21,BATCH_24416,Soft white,moisture,1.14,pass
QC_501944,2025-05-28,BATCH_24616,Soft white,temperature,1.08,pass
QC_501945,2025-06-10,BATCH_25592,High Energy Brown,moisture,0.92,fail
QC_501946,2025-01-16,BATCH_20034,Whole grain loaf,weight,0.84,fail
QC_501947,2025-06-02,BATCH_21020,Soft white,moisture,0.97,pass
QC_501948,2025-07-01,BATCH_23187,High Energy Brown,temperature,0.89,fail
QC_501949,2025-01-28,BATCH_21691,Low GI Seed loaf,temperature,0.9,fail
QC_501950,2025-02-12,BATCH_23713,Whole grain loaf,temperature,0.82,fail
QC_501951,2025-01-19,BATCH_22665,Low GI Seed loaf,weight,1.01,pass
QC_501952,2025-07-07,BATCH_20066,Low GI Seed loaf,seal_strength,1.1,pass
QC_501953,2025-06-22,BATCH_21577,Whole grain loaf,seal_strength,0.88,fail
QC_501954,2025-07-20,BATCH_22808,Whole grain loaf,seal_strength,0.95,pass
QC_501955,2025-04-20,BATCH_20254,Soft white,seal_strength,1.11,pass
QC_501956,2025-07-12,BATCH_22846,High Energy Brown,moisture,1.18,pass
QC_501957,2025-04-28,BATCH_20079,Low GI Seed loaf,weight,0.98,pass
QC_501958,2025-01-03,BATCH_22687,High Energy Brown,seal_strength,1.19,pass
QC_501959,2025-03-26,BATCH_24604,Low GI Seed loaf,moisture,1.02,pass
QC_501960,2025-06-27,BATCH_23940,High Energy Brown,moisture,1.1,pass
QC_501961,2025-02-18,BATCH_21169,High Energy Brown,temperature,0.84,fail
QC_501962,2025-06-12,BATCH_25561,Soft white,weight,1.0,pass
QC_501963,2025-07-16,BATCH_25565,Soft white,moisture,0.83,fail
QC_501964,2025-06-14,BATCH_24355,Soft white,moisture,1.0,pass
QC_501965,2025-07-06,BATCH_21487,Whole grain loaf,temperature,0.85,fail
QC_501966,2025-01-16,BATCH_24992,Whole grain loaf,moisture,1.19,pass
QC_501967,2025-03-14,BATCH_22756,Low GI Seed loaf,moisture,1.07,pass
QC_501968,2025-03-10,BATCH_20559,Soft white,seal_strength,0.82,fail
QC_501969,2025-04-23,BATCH_22583,Low GI Seed loaf,seal_strength,0.92,fail
QC_501970,2025-03-09,BATCH_25690,Soft white,weight,1.09,pass
QC_501971,2025-04-28,BATCH_25578,Low GI Seed loaf,weight,1.1,pass
QC_501972,2025-04-26,BATCH_20773,High Energy Brown,seal_strength,0.97,pass
QC_501973,2025-04-11,BATCH_24145,Soft white,seal_strength,0.83,fail
QC_501974,2025-06-26,BATCH_25224,Low GI Seed loaf,temperature,1.09,pass
QC_501975,2025-04-05,BATCH_21125,Low GI Seed loaf,seal_strength,0.83,fail
QC_501976,2025-02-20,BATCH_22173,High Energy Brown,moisture,0.96,pass
QC_501977,2025-02-21,BATCH_22241,Soft white,weight,1.15,pass
QC_501978,2025-04-16,BATCH_20423,Whole grain loaf,moisture,0.98,pass
QC_501979,2025-06-07,BATCH_23698,Whole grain loaf,moisture,1.0,pass
QC_501980,2025-05-08,BATCH_23589,High Energy Brown,temperature,1.09,pass
QC_501981,2025-04-25,BATCH_22091,Low GI Seed loaf,seal_strength,1.04,pass
QC_501982,2025-05-26,BATCH_22200,Soft white,weight,1.15,pass
QC_501983,2025-05-23,BATCH_20669,High Energy Brown,seal_strength,1.09,pass
QC_501984,2025-01-15,BATCH_23185,Whole grain loaf,weight,0.89,fail
QC_501985,2025-07-28,BATCH_22742,High Energy Brown,temperature,0.98,pass
QC_501986,2025-03-05,BATCH_25254,Soft white,temperature,0.96,pass
QC_501987,2025-07-01,BATCH_20158,Low GI Seed loaf,weight,1.07,pass
QC_501988,2025-07-02,BATCH_20743,High Energy Brown,temperature,0.99,pass
QC_501989,2025-03-24,BATCH_24491,High Energy Brown,temperature,0.89,fail
QC_501990,2025-01-02,BATCH_22307,Soft white,moisture,1.13,pass
QC_501991,2025-06-17,BATCH_25654,High Energy Brown,seal_strength,0.87,fail
QC_501992,2025-03-11,BATCH_22334,Soft white,seal_strength,1.14,pass
QC_501993,2025-03-07,BATCH_23854,Whole grain loaf,moisture,1.03,pass
QC_501994,2025-01-24,BATCH_20748,High Energy Brown,seal_strength,0.86,fail
QC_501995,2025-04-02,BATCH_24891,Soft white,weight,0.9,fail
QC_501996,2025-07-17,BATCH_21625,Whole grain loaf,moisture,1.12,pass
QC_501997,2025-01-22,BATCH_23645,High Energy Brown,seal_strength,1.16,pass
QC_501998,2025-03-28,BATCH_23772,High Energy Brown,temperature,0.83,fail
QC_501999,2025-01-26,BATCH_24675,Soft white,moisture,1.0,pass
QC_502000,2025-04-18,BATCH_23305,Low GI Seed loaf,seal_strength,0.85,fail
QC_502001,2025-07-24,BATCH_23403,Low GI Seed loaf,moisture,1.12,pass
QC_502002,2025-07-07,BATCH_25660,High Energy Brown,weight,0.93,fail
QC_502003,2025-07-04,BATCH_25571,Whole grain loaf,weight,1.04,pass
QC_502004,2025-04-12,BATCH_22413,Soft white,moisture,0.86,fail
QC_502005,2025-01-24,BATCH_25987,High Energy Brown,temperature,0.84,fail
QC_502006,2025-05-08,BATCH_25628,Low GI Seed loaf,weight,0.97,pass
QC_502007,2025-02-20,BATCH_23647,Low GI Seed loaf,temperature,1.18,pass
QC_502008,2025-02-11,BATCH_26000,Whole grain loaf,weight,0.88,fail
QC_502009,2025-04-22,BATCH_22924,High Energy Brown,moisture,0.88,fail
QC_502010,2025-04-14,BATCH_23243,Whole grain loaf,seal_strength,0.92,fail
QC_502011,2025-06-14,BATCH_23446,Soft white,seal_strength,1.12,pass
QC_502012,2025-04-18,BATCH_22792,Whole grain loaf,moisture,0.93,fail
QC_502013,2025-04-08,BATCH_24058,Whole grain loaf,moisture,0.89,fail
QC_502014,2025-07-28,BATCH_22177,Whole grain loaf,temperature,0.91,fail
QC_502015,2025-02-16,BATCH_24769,Soft white,moisture,1.13,pass
QC_502016,2025-01-24,BATCH_22247,Soft white,temperature,1.09,pass
QC_502017,2025-07-17,BATCH_25751,High Energy Brown,temperature,0.85,fail
QC_502018,2025-03-13,BATCH_25983,Low GI Seed loaf,weight,0.87,fail
QC_502019,2025-07-25,BATCH_25305,Soft white,seal_strength,0.99,pass
QC_502020,2025-07-14,BATCH_24631,High Energy Brown,moisture,0.89,fail
QC_502021,2025-05-28,BATCH_21492,High Energy Brown,seal_strength,1.03,pass
QC_502022,2025-07-19,BATCH_24119,Whole grain loaf,temperature,0.96,pass
QC_502023,2025-06-12,BATCH_22168,Whole grain loaf,temperature,1.04,pass
QC_502024,2025-06-06,BATCH_22289,Whole grain loaf,weight,1.18,pass
QC_502025,2025-07-11,BATCH_23356,High Energy Brown,temperature,0.97,pass
QC_502026,2025-04-10,BATCH_23639,Soft white,seal_strength,0.97,pass
QC_502027,2025-02-02,BATCH_25037,Whole grain loaf,moisture,1.0,pass
QC_502028,2025-07-08,BATCH_21241,Low GI Seed loaf,weight,0.81,fail
QC_502029,2025-04-08,BATCH_23851,Low GI Seed loaf,weight,1.14,pass
QC_502030,2025-02-01,BATCH_22164,Soft white,temperature,1.18,pass
QC_502031,2025-06-04,BATCH_21470,Soft white,weight,0.84,fail
QC_502032,2025-01-28,BATCH_22134,High Energy Brown,moisture,0.87,fail
QC_502033,2025-02-24,BATCH_24050,Whole grain loaf,moisture,0.97,pass
QC_502034,2025-05-22,BATCH_21933,Low GI Seed loaf,weight,1.08,pass
QC_502035,2025-05-21,BATCH_25160,High Energy Brown,weight,1.05,pass
QC_502036,2025-05-24,BATCH_21388,Soft white,temperature,1.1,pass
QC_502037,2025-07-03,BATCH_25630,Soft white,seal_strength,1.16,pass
QC_502038,2025-01-28,BATCH_23772,Soft white,temperature,1.07,pass
QC_502039,2025-04-23,BATCH_24474,Soft white,seal_strength,0.98,pass
QC_502040,2025-07-03,BATCH_24588,High Energy Brown,seal_strength,1.04,pass
QC_502041,2025-04-08,BATCH_22923,High Energy Brown,seal_strength,1.18,pass
QC_502042,2025-06-01,BATCH_25269,Soft white,moisture,1.05,pass
QC_502043,2025-07-11,BATCH_22398,High Energy Brown,temperature,0.99,pass
QC_502044,2025-05-03,BATCH_20006,Soft white,moisture,1.02,pass
QC_502045,2025-02-19,BATCH_20508,Soft white,temperature,0.86,fail
QC_502046,2025-01-27,BATCH_21329,Soft white,moisture,0.98,pass
QC_502047,2025-01-15,BATCH_24745,Low GI Seed loaf,moisture,0.98,pass
QC_502048,2025-04-05,BATCH_25517,Low GI Seed loaf,seal_strength,0.84,fail
QC_502049,2025-01-22,BATCH_24903,Whole grain loaf,moisture,0.9,fail
QC_502050,2025-02-08,BATCH_21130,Whole grain loaf,temperature,0.93,fail
QC_502051,2025-01-18,BATCH_23611,High Energy Brown,weight,0.92,fail
QC_502052,2025-03-26,BATCH_20399,High Energy Brown,weight,1.05,pass
QC_502053,2025-05-06,BATCH_21880,Soft white,seal_strength,0.98,pass
QC_502054,2025-04-27,BATCH_24688,Low GI Seed loaf,weight,0.86,fail
QC_502055,2025-03-10,BATCH_23557,Whole grain loaf,weight,1.1,pass
QC_502056,2025-06-18,BATCH_20895,High Energy Brown,weight,1.06,pass
QC_502057,2025-02-07,BATCH_24522,Soft white,moisture,0.89,fail
QC_502058,2025-01-19,BATCH_22478,High Energy Brown,moisture,0.9,fail
QC_502059,2025-05-26,BATCH_25364,High Energy Brown,moisture,0.88,fail
QC_502060,2025-03-13,BATCH_20930,Whole grain loaf,seal_strength,0.83,fail
QC_502061,2025-03-05,BATCH_23791,Low GI Seed loaf,temperature,1.05,pass
QC_502062,2025-06-15,BATCH_24377,Low GI Seed loaf,weight,1.19,pass
QC_502063,2025-04-21,BATCH_21212,Soft white,seal_strength,1.15,pass
QC_502064,2025-05-24,BATCH_24436,Whole grain loaf,moisture,1.18,pass
QC_502065,2025-05-17,BATCH_20563,Low GI Seed loaf,seal_strength,0.98,pass
QC_502066,2025-02-15,BATCH_21935,High Energy Brown,weight,1.04,pass
QC_502067,2025-05-14,BATCH_21770,Whole grain loaf,weight,0.95,pass
QC_502068,2025-04-09,BATCH_21973,High Energy Brown,moisture,1.16,pass
QC_502069,2025-02-27,BATCH_22324,Whole grain loaf,weight,1.08,pass
QC_502070,2025-02-18,BATCH_25063,Whole grain loaf,moisture,1.19,pass
QC_502071,2025-04-10,BATCH_23958,Whole grain loaf,seal_strength,0.84,fail
QC_502072,2025-06-15,BATCH_20394,Soft white,temperature,1.09,pass
QC_502073,2025-05-11,BATCH_23878,High Energy Brown,moisture,0.85,fail
QC_502074,2025-05-21,BATCH_20245,Soft white,moisture,0.98,pass
QC_502075,2025-01-25,BATCH_25699,Whole grain loaf,weight,1.1,pass
QC_502076,2025-01-12,BATCH_20298,Soft white,moisture,1.15,pass
QC_502077,2025-03-13,BATCH_21105,Low GI Seed loaf,temperature,1.03,pass
QC_502078,2025-04-02,BATCH_21138,High Energy Brown,moisture,0.9,fail
QC_502079,2025-07-18,BATCH_21199,High Energy Brown,seal_strength,0.87,fail
QC_502080,2025-07-16,BATCH_24388,Whole grain loaf,weight,1.05,pass
QC_502081,2025-05-12,BATCH_24994,Low GI Seed loaf,seal_strength,1.07,pass
QC_502082,2025-03-27,BATCH_24987,Soft white,weight,0.88,fail
QC_502083,2025-01-24,BATCH_20525,High Energy Brown,weight,0.93,fail
QC_502084,2025-07-28,BATCH_20627,Soft white,weight,1.18,pass
QC_502085,2025-03-06,BATCH_23260,Whole grain loaf,moisture,0.89,fail
QC_502086,2025-01-14,BATCH_24183,Whole grain loaf,moisture,1.01,pass
QC_502087,2025-06-17,BATCH_22140,Low GI Seed loaf,temperature,1.18,pass
QC_502088,2025-02-13,BATCH_22862,Whole grain loaf,weight,0.81,fail
QC_502089,2025-03-03,BATCH_23728,Low GI Seed loaf,temperature,0.96,pass
QC_502090,2025-06-07,BATCH_23067,Soft white,seal_strength,0.88,fail
QC_502091,2025-04-22,BATCH_20736,Low GI Seed loaf,weight,0.91,fail
QC_502092,2025-06-07,BATCH_23719,Whole grain loaf,seal_strength,0.99,pass
QC_502093,2025-02-18,BATCH_24487,High Energy Brown,moisture,1.17,pass
QC_502094,2025-06-08,BATCH_23547,Soft white,moisture,0.96,pass
QC_502095,2025-05-23,BATCH_25017,High Energy Brown,moisture,0.93,fail
QC_502096,2025-06-15,BATCH_25588,Whole grain loaf,moisture,1.2,pass
QC_502097,2025-02-18,BATCH_24657,High Energy Brown,weight,1.02,pass
QC_502098,2025-06-28,BATCH_21160,Whole grain loaf,temperature,0.89,fail
QC_502099,2025-02-05,BATCH_25890,High Energy Brown,seal_strength,1.15,pass
QC_502100,2025-02-08,BATCH_20708,Low GI Seed loaf,weight,1.11,pass
QC_502101,2025-05-15,BATCH_22474,High Energy Brown,weight,0.93,fail
QC_502102,2025-05-07,BATCH_20734,Low GI Seed loaf,seal_strength,1.2,pass
QC_502103,2025-06-06,BATCH_20254,Low GI Seed loaf,seal_strength,1.18,pass
QC_502104,2025-02-17,BATCH_20082,Whole grain loaf,temperature,1.09,pass
QC_502105,2025-03-13,BATCH_22877,Soft white,weight,0.94,fail
QC_502106,2025-05-20,BATCH_23083,Whole grain loaf,moisture,1.1,pass
QC_502107,2025-07-09,BATCH_25807,Whole grain loaf,moisture,0.81,fail
QC_502108,2025-04-03,BATCH_25132,Whole grain loaf,weight,1.08,pass
QC_502109,2025-06-23,BATCH_23603,Low GI Seed loaf,weight,0.81,fail
QC_502110,2025-01-07,BATCH_20881,High Energy Brown,temperature,0.95,fail
QC_502111,2025-04-24,BATCH_25684,Soft white,moisture,0.92,fail
QC_502112,2025-01-27,BATCH_25569,Low GI Seed loaf,temperature,1.19,pass
QC_502113,2025-02-08,BATCH_22290,Soft white,seal_strength,1.03,pass
QC_502114,2025-07-08,BATCH_24388,Soft white,moisture,1.09,pass
QC_502115,2025-03-21,BATCH_20590,Soft white,temperature,0.8,fail
QC_502116,2025-05-14,BATCH_24926,Low GI Seed loaf,temperature,1.11,pass
QC_502117,2025-04-03,BATCH_25151,Soft white,seal_strength,0.98,pass
QC_502118,2025-02-23,BATCH_21070,Low GI Seed loaf,weight,1.09,pass
QC_502119,2025-01-23,BATCH_21193,Soft white,temperature,0.84,fail
QC_502120,2025-07-22,BATCH_21410,Soft white,temperature,1.02,pass
QC_502121,2025-03-21,BATCH_20465,Low GI Seed loaf,moisture,0.98,pass
QC_502122,2025-04-06,BATCH_20824,High Energy Brown,moisture,1.16,pass
QC_502123,2025-03-05,BATCH_23961,Low GI Seed loaf,temperature,0.97,pass
QC_502124,2025-06-06,BATCH_21655,Low GI Seed loaf,weight,0.86,fail
QC_502125,2025-02-22,BATCH_22156,Soft white,moisture,1.04,pass
QC_502126,2025-04-07,BATCH_22016,High Energy Brown,temperature,0.98,pass
QC_502127,2025-06-27,BATCH_23118,Soft white,weight,0.86,fail
QC_502128,2025-06-08,BATCH_23351,High Energy Brown,temperature,1.08,pass
QC_502129,2025-03-07,BATCH_20548,Low GI Seed loaf,moisture,1.0,pass
QC_502130,2025-04-19,BATCH_23478,Low GI Seed loaf,temperature,0.83,fail
QC_502131,2025-03-13,BATCH_23128,Whole grain loaf,weight,0.9,fail
QC_502132,2025-03-12,BATCH_22513,Low GI Seed loaf,weight,1.15,pass
QC_502133,2025-03-24,BATCH_22934,Whole grain loaf,weight,0.98,pass
QC_502134,2025-05-15,BATCH_20634,Whole grain loaf,seal_strength,1.16,pass
QC_502135,2025-01-02,BATCH_22303,Soft white,moisture,1.2,pass
QC_502136,2025-02-12,BATCH_25813,High Energy Brown,moisture,0.99,pass
QC_502137,2025-06-19,BATCH_25399,High Energy Brown,seal_strength,0.86,fail
